ID,Topic,Sentiment
2502,nó còn kể với bạn nó .. bạn nó cũng là bạn mình,Negative
2503,dume tao chửi cho nó sấp mặt luôn chứ còn gì nữa,Negative
2504,cầu trời phật cho đại gia đình con sức khỏe !,Positive
2505,do chính sách quản lý yếu kém mới ra vậy đó,Negative
2506,con đáng yêu quá,Positive
2507,hồi xưa còn bị vén tà áo dài nằm lên bàn rồi đánh . chứ quỳ thế này có là gì đâu . giờ mới thấy cảm ơn thầy cô vì hồi đó đã như vậy .,Positive
2508,phim nay và phim triệu phú ổ chuột là 2 phim của ấn mà mình thích nhất,Positive
2509,:))) bố mày nghi nghi rồi . tắt loa auto sáng suốt :))),Neutral
2510,trời . cưng chết được,Positive
2511,dù chỉ là 1 cây bông nhưng nó là tất cả tình yêu của ông dành cho bà ❤❤❤,Positive
2512,thằng nào phán sai bỏ tiền túi ra mà đền cho người bị oan sai đừng lấy tiền của nhà nước,Negative
2513,chỉ để nhìn cái thôi :)),Positive
2514,"thôi , không tranh luận với các ông . thế đi đường gặp thằng nào đỗ thế này cả nửa ngày , mà tắc đường và gọi nó không được , các ông đừng há mồm ra dume nó nhé . vì nó đúng mà",Negative
2515,2 thằng chúng mày lại không làm gì được ư ?,Neutral
2516,chai này mới ghi được nhìu chữ kkk,Positive
2517,không biết mình có được may mắn như cụ bà này không,Neutral
2518,mũ sơ sài mà hiệu quả vãi,Neutral
2519,"per nghe đồn mày yêu mèo , mà sao mày không đáng yêu :))",Negative
2520,đcm ác mộng,Negative
2521,per gặp tao chắc tao đái trong vần 😅😅,Negative
2522,mấy thằng súc vật 😡,Negative
2523,cáu vãi :))),Negative
2524,per bảo sao tao cứ muốn nghỉ việc . lm với cái tao sờ choét lắm,Neutral
2525,""" vậy là đủ tuổi ngồi tù rồi nhỉ ?"" , mặt anh rất tỉnh và đẹp zai =))",Positive
2526,giống chó này tên là gì vậy các bác 🙄,Neutral
2527,làm bộ mặt ngầu cho thằng thỏ để ý mà thằng này láo ăn thiệt đéo cho mình ăn ké quê thiệt là quê luôn,Negative
2528,tao thấy dễ thương màaaa,Positive
2529,cách người ta phản ứng cũng văn minh ghê ❤️,Positive
2530,"per 😥 cảm thấy tội lỗi quá , từ nay không chụp nữa thiệt luôn",Negative
2531,em mà biết nó vô văn hóa thế thì em cũng làm cách này luôn cho nó nhanh ah :-),Negative
2532,per hồi lớp 1 tao quên nhãn vở mỹ thuật sợ đánh quá ngồi khóc tè le,Neutral
2533,cảm ơn các anh tình nguyện viên .,Positive
2534,thật tuyệt vời !,Positive
2535,3 thằng ngốc . xem ý nghĩa lắm,Positive
2536,dễ thương quá !!!,Positive
2537,"thì đi ra chỗ khác viết , đụ mẹ coi mà tao tức á .",Negative
2538,bà ngoại của em đáng yêu hơn thế này nhiều,Positive
2539,đem hủy mẹ đi . đấu giá cái quần què gì xong thằng mua lại nó hứng nó cho cả thế giới dính vr cmnl .,Negative
2540,đã sợ rồi .. cố gắng hí mắt để xa ra để coi như thế nào .. khúc cuối hết hồn dục luôn cái điện thoại :))),Negative
2541,tao thấy cảm động vãi .,Positive
2542,cũng sợ mấy con ngoe nguẩy như giòi 😰,Negative
2543,đáng lẽ bệnh của tao đã không nặng đến thế,Negative
2544,đẹp khó tin quá,Neutral
2545,xấu mà đáng yêuc quá,Positive
2546,"t xem cái này từ lâu lâu lâu rồi cơ , đéo bất ngờ gì cạ 😕",Neutral
2547,duới miền tây là kiến vàng sao ngoài ấy lại dùng kiến đen nhỉ ?,Neutral
2548,xưa dữ luôn,Neutral
2549,"con cái có hư hỏng thì cha mẹ phải dạy dỗ , chứ cái loại thờ ơ khi con mình hư hỏng thế này thì đúng là dột từ nóc rồi .",Negative
2550,mê trai hơn bạn có thật :(,Positive
2551,má toàn truyện trong mơ không hà mắc cười quá 😂,Positive
2552,per khóc quá trời rủ họp lớp đéo thấy đâu,Negative
2553,phim ấn thì của lão amir khan là hay vol,Positive
2554,"cha quay phim cũng không phải dạng vừa , mẹ diễn viên thần thái vãi",Positive
2555,ơ thế hoá ra tao không bị ngu một mình ?,Negative
2556,"động lực là lo được cho gdinh , tự chủ bản thân",Positive
2557,nhìn nữa sao . hỏng yêu đi . cho doi . vui vẻ,Positive
2558,trời đất . 580k không tiếc thì tiếc gì trời . người ta làm ăn đàng hoàng . hứa hươu hứa vượn . là người lớn mà làm trò mất nết vậy trời @@,Negative
2559,cảm ơn bạn vì đã chia sẻ cũng như đã luôn sáng suốt để không làm gì sai,Positive
2560,"rất dũng cảm , đáng yêu quá",Positive
2561,nhà tao còn nè,Positive
2562,dễ thương quá hà,Positive
2563,"như mọi năm thôi mưa gió rét mướt , bây giờ mót ỉa là chỉ có thánh mới giúp được",Negative
2564,đọan con chó tao cười đau bụng,Positive
2565,đó cũng là giải pháp hay để lừa một thèn ngu :))),Positive
2566,tao lại sợ ngôn tình quá cơ 😒,Negative
2567,per ít bữa dẫn mày xem cái này,Neutral
2568,lên báo sớm thôi nhỉ,Neutral
2569,tỏ tình cho nó biết thôi chứ yêu đương gì tầm này :(((,Negative
2570,cầu mong những công ơn sinh thành luôn mạnh khỏe .,Positive
2571,cái miệng nó nhanh hơn cái não,Negative
2572,thành phố tao nhiều người còn dân trí thấp là sao ? bố con dở người,Negative
2573,per giống súp lơ của bạn mình,Neutral
2574,"k có con gì ác bằng con người , các con bé như thế mà nó không tha",Negative
2575,chi phí kiểm toán và thuê người tổ chức hòa giải chia chác thôi,Neutral
2576,thêm cả trò mắt mèo khốn nạn nữa,Negative
2577,ăn ở cái gì huhu,Negative
2578,nhiều lúc ngáo ngáo thoải mái đến mức người yêu cũng đéo bằng nó và đến khi nó thổ lộ tình cảm thì tao đéo tin :v,Positive
2579,vẫn bình thường chán làm khách sạn nhọc nhục hơn 👻👻 xoạc nhau nước nôi máu me be bét ra 😭 kinh chết mẹ 😶,Negative
2580,đúng là khốn nạn mà,Negative
2581,ôi hạnh phúc quá 😄😄😄,Positive
2582,"per hồi học đại học , điện hỏi xin tiền bố , bố ra ngân hàng gửi tiền rồi điện em hỏi stk rồi hỏi "" tên mày là gì ??"" 😭😭",Negative
2583,đúng . biết là sự thật tàn nhẫn nhưng vẫn muốn biết rõ cho nhẹ lòng hơn :(,Negative
2584,mấy kiếp tu luyện mà có 5 triệu thôi à ?,Neutral
2585,đau còn hơn tỏ tình bị từ chối per,Negative
2586,dễ thương vãi ♥♥♥,Positive
2587,bố mày đã sợ nhện rồi xem cái video này ... vãi đái :(((,Negative
2588,bà xinh thật sự ❤️,Positive
2589,đây là hội à mày ? làm tao phải lên gg tra sao lại đông người thế :)),Neutral
2590,lại khoe có người yêu - _ -,Neutral
2591,đừng trao duyên cho tao khi chưa biết rõ tao :(,Negative
2592,chưa có cơ hội nói cảm ơn và xin lỗi . vì chúng ta xứng đáng được bình yên,Negative
2593,đáng nhẽ nên làm việc này từ sớm . chứ hàn quốc họ làm từ lâu rồi ạ,Neutral
2594,"quá bản lĩnh luôn , người đáng nể , tiếc là anh ấy sắp bị tử hình rồi",Negative
2595,không biết mấy ba mấy mẹ chơi bửa đó có xem được bài viết này không 😂😂😂... có ai lên incon phẫn nộ thì hiểu rồi ha,Negative
2596,góp phần xây dựng đất nước chứ gì kkk đóng nhiếu rứa,Positive
2597,"đm hồi đó nhà có nuôi bốn con , bữa đang ngồi chơi nặn đất sét nó chạy cả lũ tới , thật sự là tao không biết con đéo nào nhma có một con trong đó kéo áo phía sau lưng tao lên rồi cả lũ cắn lưng tao dume nó thốn vãi luôn . thề !",Negative
2598,cải ngu lắm ... chưa ai ngu như cải tao thì không yêu đi yêu đứa vừa béo vừa lắm lông,Negative
2599,toàn lũ đầu trâu mặt ngựa,Negative
2600,làm tao liên tưởng đển phượng hoàng cổ trấn :))),Positive
2601,cố gắng đi gần người ta 1 xíu . rồi lướt qua nhau như 1 cơn gió,Neutral
2602,chơi vậy ai chơi,Negative
2603,per thì tốt nhỉ quá đỉnh luôn ... nhưng không biết được trọng dụng không nữa buồn quá,Negative
2604,đồ điên,Negative
2605,tự nhiên muốn có con 😐 dume,Positive
2606,cảm động người thầy đưa học sinh đi làm hồ sơ 🙄,Positive
2607,đúng là lợi ích kinh tế lâu dài .,Neutral
2608,thái bình nắng to rồi,Neutral
2609,nói như việt nam . nhưng hơi láo cá chắc thầy của ônc cũng như ông,Negative
2610,lò xô xài bằng dầu lửa con gọi là dầu thôi,Neutral
2611,đi đường buổi đêm nhìn thấy hãi vãi ??,Negative
2612,nặng tay cho chừa cái tật hại người,Negative
2613,"ngàn cân treo sợi tóc nhỉ , csong mong manh quá",Negative
2614,ko 1 từ nào để diễn tả bộ phim này ...,Positive
2615,"nhỏ thấy qua 1 lần , nó bị cột ngay trước cửa nhà người ta ở trong hẻm , mỗi lần đi ngang qua là nó lại định lao tới cà khịa",Negative
2616,cười ị :v,Positive
2617,bởi vì gặp nhau sai thời điểm nên tôi mất người mãi mãi ...,Negative
2618,gia đình thì không còn . tình yêu thì chưa có gì chắc chắn . 😏,Negative
2619,"chỉ cần bạn dùng tình yêu thương , sự chân thành của mình đối với nó thì không gì là không thể .",Neutral
2620,disme tao chưa thấy con họa mi nào hót dở như con này luôn á .🤔🤔,Negative
2621,"muốn em vui vẻ đơn giản lắm , chỉ cần bao ăn bao xem phim tuần 1 lần thôi hỡi các đồng nghiệp ơiii 🤣",Positive
2622,hay ý nghĩa sâu sắc 🙂,Positive
2623,trẻ trâu quá đông và nguy hiểm,Negative
2624,chắc chắn là vị mặn của mồ hôi,Neutral
2625,mày uống trà sữa thôi . đéo ăn gì nữa =)),Neutral
2626,tất cả cùng không tính điểm . thế là xong :v,Neutral
2627,nó cũng làm thế với bao người khác đấy,Neutral
2628,quay vào ô mất lượt :)),Negative
2629,"mình đã xem rất nhiều video như này rồi , nên thấy cũng bình thường =)))",Neutral
2630,"sợ nhất mấy đứa ảo tưởng sức mạnh , nhắn tin nhiều chút là auto mình thích nó",Negative
2631,chắc từ giờ tao đéo giám ho nữa quá .,Negative
2632,đm mưa đâu đéo thấy . nóng vãi,Negative
2633,per không cho anh đi tập đâu nha mất bồ như chơi,Negative
2634,đối với thế giới này bà lão chỉ là một ai đó . nhưng đối với ông lão đó bà lão là cả thế giới 😊,Positive
2635,"per haha nhiều tiền quá mang đây tao tiêu hộ cho , đóng thuế 10 củ phí quá =))",Neutral
2636,"trời đụ , tội bé",Negative
2637,có lưu luyến thì lưu luyến người mình thích chứ lưu luyến gì cái trường đấy 😶,Negative
2638,"đụ mẹ tục , cuối tuần về ra nha :))",Negative
2639,nốt hôm nay thui . thui không ngĩ đến và bắt đầu từ bỏ 1 thói quen,Negative
2640,uiii xinh gái thế ...,Positive
2641,chạy 200tr là vào biên chế ngay . thực trạng chung . cần gì có chuyên môn hay không,Negative
2642,vì đồng tiền mà chúng mày giết bao nhiêu gia đình . chúng mày ăn những đồng tiền đấy mà chúng mày cũng nuốt trôi được à . bọn khốn nạn,Negative
2643,cảm ơn các anh chị báo chí phóng viên đã đưa tin . mong cơ quan chức năng hãy làm thật nghiêm . thật mạnh tay vụ này . đến khổ mấy đứa nhỏ . mưa rét thế này . càng nghĩ càng tức .,Negative
2644,c trai như thế nào tuyệt chủng rồi :),Negative
2645,per ngóng cuộc đấu tranh công nghệ này . tq đồng lòng ghê nhỉ,Negative
2646,nước mình chả í thức gì cả xả rác bừa bãi để trôi rác đầy đường thể này thật buồn,Negative
2647,nhờn :))),Negative
2648,"năm nay mua cân na về nhà ăn dần , tối ra đường xem chúng nó dẫn vợ thằng khác đi chơi ... kaka",Positive
2649,tiền bồi thường lấy ở đâu ? cứ làm bừa làm ẩu rồi lấy tiền của dân mà đền đề nghị sửa lại nếu ai làm sai thì bỏ tiền túi ra mà đền,Negative
2650,điềm báo gì đây,Negative
2651,siêu phẩm để đời .,Positive
2652,tao phải công nhận là nó giỏi vãi . từ đứa diễn đến đứa quay và edit video .. giỏi vãi 🤣,Positive
2653,per trai hay gái thì vẫn thấy tữn như thường kk,Positive
2654,động lực cho tôi tiếp tục .,Neutral
2655,"thôi bảo em gái xuống ngủ với mẹ đi , còn em percó sợ ma không ? thì ngủ với anh . hehe",Positive
2656,đã nuôi thì nên chăm sóc bé cẩn thận ??,Neutral
2657,quê vải mà chưa được ăn quả nào . huhu,Negative
2658,"mới đây thôi mà đa 3 năm rồi , những ngày chia tay buồn đó :((",Negative
2659,"ý thức đéo gì đâu , từ già đến trẻ luôn 😥",Negative
2660,"tao cũng vậy , mấy cái thiệp chúc noel thời cấp 2 trẻ trâu của lũ bạn vẫn còn nguyên xi",Neutral
2661,per haha . đặt bánh thì đặt thành cặp nhé . haha .😂😂,Positive
2662,thể loại này next sớm đi em,Negative
2663,làm chung với con mẹ ngáo là phải chuyển đi liền :) per ngọc kiều dung,Negative
2664,per ta nguyện nằm im,Neutral
2665,thôi nhà đang yên ổn,Neutral
2666,"chưa học cách kiếm tiền đã học thói đi lừa tiền =,= thua",Negative
2667,t tin crush của tao không bị thịt vì tao đéo crush ai cả =)),Positive
2668,con mẹ kia có vấn đề về thần kinh :) không cần biết ai đúng ai sai nhưng đéo lịch sự thì đã đéo có tư cách nói chuyện rồi :) con bà kia xem được video chắc buồn làm,Negative
2669,ai chưa xem thì nên xem 1 lần đi . đảm bảo không phí 3h đồng hồ của các bạn 😃,Positive
2670,chơi cái kiểu này nè :)) per,Positive
2671,đéo mẹ . nhìn nổi da gà ..,Negative
2672,đó là một câu chuyện buồn,Negative
2673,cười trước nỗi đau của người khác,Neutral
2674,có ai biết 2 người này không ạ ?,Neutral
2675,per coi đoạn con chó chết cười luôn em :)),Positive
2676,chủ tịch lén lút dùng đồ của vợ làm vlog và cái kết ?,Neutral
